TITLE = "Cavity Iterative Residual History"
variables="Iteration""Time(s)""Res1""Res2""Res3"
1380 4.036270e-02 Inf Inf Inf
1390 4.036270e-02 Inf Inf Inf
1400 4.036270e-02 Inf Inf Inf
1410 4.036270e-02 Inf Inf Inf
1420 4.036270e-02 Inf Inf Inf
1430 4.036270e-02 Inf Inf Inf
1440 4.036270e-02 Inf Inf Inf
1450 4.036270e-02 Inf Inf Inf
1460 4.036270e-02 Inf Inf Inf
1470 4.036270e-02 Inf Inf Inf
1480 4.036270e-02 Inf Inf Inf
1490 4.036270e-02 Inf Inf Inf
1500 4.036270e-02 Inf Inf Inf
1510 4.036270e-02 Inf Inf Inf
1520 4.036270e-02 Inf Inf Inf
1530 4.036270e-02 Inf Inf Inf
1540 4.036270e-02 Inf Inf Inf
1550 4.036270e-02 Inf Inf Inf
1560 4.036270e-02 Inf Inf Inf
1570 4.036270e-02 Inf Inf Inf
1580 4.036270e-02 Inf Inf Inf
1590 4.036270e-02 Inf Inf Inf
1600 4.036270e-02 Inf Inf Inf
1610 4.036270e-02 Inf Inf Inf
1620 4.036270e-02 Inf Inf Inf
1630 4.036270e-02 Inf Inf Inf
1640 4.036270e-02 Inf Inf Inf
